"Petition","URL","State","Signatures Count"
"Mandate Tracking of hired Bikes, E-Bikes and Scooters & timed suspensions","https://petition.parliament.uk/petitions/732875","open",137
"Deduct neo-natal leave from return to work date for childcare funding purposes
","https://petition.parliament.uk/petitions/732892","open",82
"Funding for preventative NHS Mental Health Services & set minimum access times","https://petition.parliament.uk/petitions/732893","open",69
"Fund school bus service for all Primary & Secondary state schools students","https://petition.parliament.uk/petitions/732900","open",240
"Make it a specific criminal offence to walk dogs on hot pavements and roads","https://petition.parliament.uk/petitions/732903","open",47
"Make the Freedom of Information Act apply to sporting National Governing Bodies","https://petition.parliament.uk/petitions/732914","open",69
"Require companies to have a disability absence policy","https://petition.parliament.uk/petitions/732915","open",122
"Include AI in school IT curriculum","https://petition.parliament.uk/petitions/732917","open",22
"Ensure parity of esteem between mental and physical health services","https://petition.parliament.uk/petitions/732926","open",342
"Ban on requiring an app to access purchased tickets","https://petition.parliament.uk/petitions/732946","open",210
"Require nurseries to allow funded childcare hours at all times & boost funding","https://petition.parliament.uk/petitions/732977","open",68
"Regulate doulas and birth keepers","https://petition.parliament.uk/petitions/732980","open",101
"Review decision to abolish independent local Healthwatch","https://petition.parliament.uk/petitions/732993","open",10844
"Ban UK Border Force from picking up migrants in the Channel","https://petition.parliament.uk/petitions/732995","open",768
"Levy per carcass to fund independent continuous abattoir CCTV monitoring","https://petition.parliament.uk/petitions/733000","open",328
"Require the NHS to contract innovations that are successfully piloted","https://petition.parliament.uk/petitions/733015","open",137
"Review Section 47 of the Offences Against the Person Act 1861","https://petition.parliament.uk/petitions/733016","open",47
"Fund NHS dentists for all NHS staff","https://petition.parliament.uk/petitions/733019","open",56
"Make it mandatory for MPs to wear badges of the organisations lobbying them","https://petition.parliament.uk/petitions/733020","open",97
"Universal basic electricity allowance for all households, with usage thresholds","https://petition.parliament.uk/petitions/733023","open",157
"Hold a General Election once every twelve months","https://petition.parliament.uk/petitions/733034","open",129
"Fund wheelchairs and changing places facilities for beaches","https://petition.parliament.uk/petitions/733047","open",151
"Improve regulation of letting agents including new statutory regulator","https://petition.parliament.uk/petitions/733067","open",162
"Cap donations to political parties & politicians at £500 yearly, for each donor","https://petition.parliament.uk/petitions/733082","open",656
"Seek to rejoin EU single market","https://petition.parliament.uk/petitions/733085","open",155
"Recognise & fund commemorations of the 1,100 Anniversary of England's Foundation","https://petition.parliament.uk/petitions/733090","open",30
"Funding for finger-prick glucose test for all unwell children of any age in A&E","https://petition.parliament.uk/petitions/733123","open",337
"Require police forces to provide preventative and ongoing PTSD support","https://petition.parliament.uk/petitions/733125","open",91
"Launch a review of the Domestic Abuse Protection Order system","https://petition.parliament.uk/petitions/733131","open",20
"Ban all peanuts and tree nuts on all flights to protect allergy sufferers","https://petition.parliament.uk/petitions/733137","open",434
"Review and reform education system based on Finland's to improve accessibility","https://petition.parliament.uk/petitions/733149","open",161
"Ban the sale of bottled water in plastic bottles","https://petition.parliament.uk/petitions/733152","open",67
"Fund NHS COVID boosters for Clinically Vulnerable people – keep covid boosters","https://petition.parliament.uk/petitions/733157","open",5072
"Abolish waiting period to retake DVSA instructional ability test & add training","https://petition.parliament.uk/petitions/733167","open",99
"Require businesses to keep doors closed when using heating or air conditioning","https://petition.parliament.uk/petitions/733168","open",35
"Halt the Pylon Network Expansion & support underground & undersea cabling","https://petition.parliament.uk/petitions/733182","open",2487
"Work with devolved governments to extend the grooming gangs inquiry","https://petition.parliament.uk/petitions/733193","open",401
"Require a Public Referendum Before Deploying Troops or Bombing Campaigns Abroad ","https://petition.parliament.uk/petitions/733195","open",163
"Require Ofwat to cap water bills during water shortages & increase reinvestment","https://petition.parliament.uk/petitions/733196","open",54
"Increase funding for community mental health services and crisis lines","https://petition.parliament.uk/petitions/733200","open",123
"Fund IV Fluid Treatment for POTS as a treatment option","https://petition.parliament.uk/petitions/733204","open",67
"Body cameras for all social workers to enhance accountability","https://petition.parliament.uk/petitions/733209","open",341
"Extend parental bereavement leave to 4 weeks after the loss of a child","https://petition.parliament.uk/petitions/733212","open",425
"Public mortgage scheme for first-time buyers with fixed interest & minimum term","https://petition.parliament.uk/petitions/733214","open",24
"Recognise Junior Service (16 - 18) in HM Armed Forces as Pensionable Service","https://petition.parliament.uk/petitions/733216","open",44
"Raise Apprenticeship Minimum Wages for Fair Pay","https://petition.parliament.uk/petitions/733219","open",84
" Automatic 1-year driving ban for using a mobile whilst driving","https://petition.parliament.uk/petitions/733220","open",109
"Require clearer labelling of animal-derived ingredients","https://petition.parliament.uk/petitions/733222","open",98
"Lower the MIR for family visas to the National Minimum Wage","https://petition.parliament.uk/petitions/733233","open",91
"Average the income and study hours annually for carers allowance eligibility","https://petition.parliament.uk/petitions/733234","open",19
"Decriminalise the possession and use of marijuana & cannabis products in the UK","https://petition.parliament.uk/petitions/733235","open",180
"Fund a national memorial for those in unmarked / unnamed mental asylum graves","https://petition.parliament.uk/petitions/733261","open",165
"Fund the creation of a single National Police Trust using proceeds of crime","https://petition.parliament.uk/petitions/733268","open",1239
"Require MPs and Lords to answer children's questions in a live debate","https://petition.parliament.uk/petitions/733269","open",51
"Add professional employment mediation into the employment tribunal ADR process","https://petition.parliament.uk/petitions/733277","open",698
"Fund free online access & release all historic birth, marriage & death records","https://petition.parliament.uk/petitions/733280","open",54
"Fund free period pads","https://petition.parliament.uk/petitions/733282","open",272
"Require Counselling and Mental Health Support for Blue Light Services","https://petition.parliament.uk/petitions/733291","open",118
"Allow parents to take their children out of school for up to 10 days fine free.","https://petition.parliament.uk/petitions/733300","open",3151
"Require all public places to have allergy medication & EpiPens","https://petition.parliament.uk/petitions/733304","open",300
"Allow all schools to choose their own holiday dates","https://petition.parliament.uk/petitions/733305","open",67
"Fund awareness & training for Heparin Induced Thrombocytopenia Thrombosis","https://petition.parliament.uk/petitions/733310","open",229
"Increase funding & penalties to tackle motorbike & bicycle thieves","https://petition.parliament.uk/petitions/733316","open",80
"Require all wildlife rehabilitators to be licensed and regulated","https://petition.parliament.uk/petitions/733317","open",79
"Fund access to tirzepatide on the NHS to help people with PCOS","https://petition.parliament.uk/petitions/733320","open",5538
"Require first aid training for all new drivers","https://petition.parliament.uk/petitions/733327","open",90
"Review the sale of over the counter codeine","https://petition.parliament.uk/petitions/733335","open",280
"Introduce an automatic 2-year sentence for carrying a knife & fund prevention","https://petition.parliament.uk/petitions/733336","open",6549
"Designate all of Ukraine as unsafe to return to & accept all visa applications","https://petition.parliament.uk/petitions/733337","open",84
"Call for a national referendum on Net Zero – a simple yes or no","https://petition.parliament.uk/petitions/733338","open",396
"Raise the income tax allowance from £12,570 to £18,000","https://petition.parliament.uk/petitions/733349","open",177
"Introduce Monthly Public Prime Minister’s Questions (PPMQs) Session for Citizens","https://petition.parliament.uk/petitions/733355","open",65
"Make two seater mobility scooters legal","https://petition.parliament.uk/petitions/733371","open",26
"Protect babies lives once heartbeat detectable, except in extreme cases","https://petition.parliament.uk/petitions/733380","open",6032
"Fund Specialist Care & Automatic NHS Continuing Care for dementia patients","https://petition.parliament.uk/petitions/733381","open",1106
"Require accessible social housing to be available to disabled people of any age","https://petition.parliament.uk/petitions/733431","open",397
"Allow Dental Therapist & Hygienist roles (3213) to be filled by migrant workers","https://petition.parliament.uk/petitions/733437","open",1494
"Ban the selling of peanuts from stalls in public areas","https://petition.parliament.uk/petitions/733446","open",27
"Make diplomatic representations to Israel to allow UK journalists to enter Gaza","https://petition.parliament.uk/petitions/733453","open",94
"Make it a legal requirement for wages to increase in line with inflation yearly","https://petition.parliament.uk/petitions/733456","open",80
"Fund 30 hours of childcare per week for student nurses and midwives","https://petition.parliament.uk/petitions/733457","open",83
"Make it a requirement for hotels to have ceiling hoists in accessible rooms","https://petition.parliament.uk/petitions/733460","open",70
"Unfair Dismissal Protections Should Start from Day One","https://petition.parliament.uk/petitions/733461","open",55
"Regulate the use of brain-computer interfaces ","https://petition.parliament.uk/petitions/733462","open",51
"Online age checks: do not use personal information & third party perform checks","https://petition.parliament.uk/petitions/733466","open",84
"Launch a National Inquiry into the MoD’s Afghan Data Breach and Its Consequences","https://petition.parliament.uk/petitions/733468","open",85
"Ban the sale of second-hand power tools online & at car boot sales","https://petition.parliament.uk/petitions/733481","open",36
"To serve at least 1 year in the armed forces before been classed as a veteran","https://petition.parliament.uk/petitions/733488","open",26
"Require private nurseries to pay sick pay for employees at full wage","https://petition.parliament.uk/petitions/733496","open",38
"Enforce Payments for UK Creative Professionals and Freelancers within 30 Days","https://petition.parliament.uk/petitions/733505","open",61
" Review the family court system for removing children from their guardian","https://petition.parliament.uk/petitions/733515","open",193
"Introduce specific safeguarding regulation for extracurricular activities","https://petition.parliament.uk/petitions/733537","open",1024
"Make Carbohydrate content mandatory on restaurant and pub menus.","https://petition.parliament.uk/petitions/733542","open",6230
"Require companies to clearly display a contact section with email & phone number","https://petition.parliament.uk/petitions/733545","open",84
"Waive UK visa fees for overseas teachers coming to work in the UK","https://petition.parliament.uk/petitions/733557","open",184
"Make it illegal for 18+ adults to have sex with under 18s","https://petition.parliament.uk/petitions/733579","open",310
"Don't lower the voting age to 16","https://petition.parliament.uk/petitions/733604","open",2093
"Amend the Party Wall Act 1996 to give adjoining owners stronger legal protection","https://petition.parliament.uk/petitions/733606","open",21
"No more tax rises in this Parliament","https://petition.parliament.uk/petitions/733612","open",944
"Cap the cost of bottled water in airports","https://petition.parliament.uk/petitions/733642","open",47
"Reform of petitions to include creating Citizens’ Assemblies at 500k signatures","https://petition.parliament.uk/petitions/733648","open",61
"Review extended determinate sentencing: reductions for rehabilitated prisoners","https://petition.parliament.uk/petitions/733669","open",427
"We call for a referendum before extending voting rights to 16 & 17-year-olds","https://petition.parliament.uk/petitions/733679","open",3132
"Review of Gender Identity and LGBT Education in Schools","https://petition.parliament.uk/petitions/733681","open",1339
"Implement policies to help provide affordable housing for all","https://petition.parliament.uk/petitions/733691","open",48
"Publish an updated 'Tackling Loneliness' strategy & funding for programmes","https://petition.parliament.uk/petitions/733702","open",65
"Require GCSE grade boundaries to be fixed each year
","https://petition.parliament.uk/petitions/733711","open",28
"Reduce age limit for holding a full driving licence to 16 with restrictions","https://petition.parliament.uk/petitions/733742","open",99
"Apply tobacco advertising restrictions to vaping products","https://petition.parliament.uk/petitions/733743","open",114
"Require visa sponsorship information in job description","https://petition.parliament.uk/petitions/733746","open",17
"Review & Regulate Veterinary Care so it's Affordable & Accessible ","https://petition.parliament.uk/petitions/733761","open",1368
"Change law to treat police dog deaths as equivalent to deaths of police officers","https://petition.parliament.uk/petitions/733772","open",114
"Make the Industrial Strategy Advisory Council a Statutory Body","https://petition.parliament.uk/petitions/733793","open",17
"Make the Armed Forces pension tax free","https://petition.parliament.uk/petitions/733797","open",30036
"Ban dogs from indoor restaurants and other premises selling prepared food","https://petition.parliament.uk/petitions/733824","open",346
"Legally require all taxi & PHV drivers to have disability training & reporting","https://petition.parliament.uk/petitions/733833","open",58
"Fund councils to construct Autism and Special Needs Friendly Playgrounds","https://petition.parliament.uk/petitions/733836","open",75
"Scrap legal aid for all convicted criminals and recent immigrants","https://petition.parliament.uk/petitions/733844","open",894
"Set minimum number of citizenship lesson hours, increase resources & training","https://petition.parliament.uk/petitions/733853","open",110
"Ban the boiling of live crabs and other crustaceans","https://petition.parliament.uk/petitions/733855","open",275
"Ban scalping of collectable/hobbyist items","https://petition.parliament.uk/petitions/733864","open",59
"Require all schools to provide mental health services to GCSE students","https://petition.parliament.uk/petitions/733865","open",42
"Require schools to include both skirts and trousers in female uniform policy","https://petition.parliament.uk/petitions/733877","open",1809
"Conduct an Independent Evaluation of the Cass Review","https://petition.parliament.uk/petitions/733890","open",69
"Licence the sale of Class F3 and above fireworks & only allow sales at set times","https://petition.parliament.uk/petitions/733895","open",1046
"Introduce minimum pricing threshold for alcohol for large hospitality chains","https://petition.parliament.uk/petitions/733903","open",18
"Do not sell seized cryptocurrency","https://petition.parliament.uk/petitions/733909","open",20
"Ban firms from using 'self employed' cycle couriers and increase requirements","https://petition.parliament.uk/petitions/733915","open",116
"Ban OFSTED visits at the beginning of term and end of the academic school year","https://petition.parliament.uk/petitions/733935","open",22
"Make Government & Politics a compulsory, core subject in schools","https://petition.parliament.uk/petitions/733942","open",104
"Require parents to pay child maintenance if the child is in Local Authority Care","https://petition.parliament.uk/petitions/733957","open",44
"Allow State Pension to be passed to children, long-term partners, and dependents","https://petition.parliament.uk/petitions/733964","open",808
"Review UK laws and procedures relating to votes of no confidence","https://petition.parliament.uk/petitions/733983","open",45
"Regulate outbound medical tourism: mandatory accreditation, insurance, aftercare","https://petition.parliament.uk/petitions/733989","open",871
"Legislate to create a threshold limit on parking charge increases by UK Councils","https://petition.parliament.uk/petitions/733992","open",471
"Fund spiking testing in A&E and in walk-in sexual health clinics","https://petition.parliament.uk/petitions/733996","open",222
"Add Brazil as an eligible country for driving licence conversion","https://petition.parliament.uk/petitions/734002","open",1430
"Require anti-ableism training & improve transparency in social services","https://petition.parliament.uk/petitions/734012","open",52
"Urgent air drops of humanitarian aid into Gaza","https://petition.parliament.uk/petitions/734018","open",89
"Fund free menstrual products and access to drinking water in public","https://petition.parliament.uk/petitions/734030","open",115
"Make a new Family Visitor visa for close non-EU relatives of UK residents","https://petition.parliament.uk/petitions/734041","open",583
"Pass a law which bans the reselling of practical driving tests","https://petition.parliament.uk/petitions/734043","open",3747
"Ban all ticket touting and reselling of tickets for higher prices","https://petition.parliament.uk/petitions/734049","open",120
"Review employment regulations for care workers","https://petition.parliament.uk/petitions/734050","open",82
"Apply the Human Rights Act retrospectively","https://petition.parliament.uk/petitions/734059","open",1039
"Use diplomacy, increase support for Urgent Food Aid to Vulnerable People in Gaza","https://petition.parliament.uk/petitions/734069","open",77
"Require & fund local councils to provide public toilets","https://petition.parliament.uk/petitions/734082","open",214
"Faroe Islands - End Free Trade Agreement and replace with a 200% import tax duty","https://petition.parliament.uk/petitions/734088","open",130
"Stop the double tax (IHT & Income Tax) of pension funds & death benefits","https://petition.parliament.uk/petitions/734090","open",24874
"Exempt inheritance invested into pension funds from inheritance tax","https://petition.parliament.uk/petitions/734098","open",74
"Publish list of all accommodation used for illegal immigrants & asylum seekers","https://petition.parliament.uk/petitions/734103","open",1216
"All sporting events involving the English national team category A - free to air","https://petition.parliament.uk/petitions/734105","open",87
"Delay proposed reforms to umbrella recruitment agencies by 12 months & guidance ","https://petition.parliament.uk/petitions/734122","open",8
"Hold a referendum before changing the State Pension Age","https://petition.parliament.uk/petitions/734133","open",138
"Ban the use of sound-emitting cat deterrent devices","https://petition.parliament.uk/petitions/734136","open",130
"One-off payment for those leaving secondary education or college","https://petition.parliament.uk/petitions/734140","open",32
"Task the Cabinet Office with delivery of fast & fair COVID-19 vaccine damages","https://petition.parliament.uk/petitions/734144","open",29
"Enforce Contact Within 30 Days, Outlaw Parental Alienation, fast track hearings","https://petition.parliament.uk/petitions/734158","open",174
"Launch inquiry into whether the elderly are protected under current care laws","https://petition.parliament.uk/petitions/734164","open",97
"Don't allow councils to require street food licenses on private land","https://petition.parliament.uk/petitions/734174","open",29
"Require Parliament’s vote & an impact assessment on the UK-US trade deal","https://petition.parliament.uk/petitions/734184","open",960
"Fund system to test if motorbike noise is over the legal limit in urban areas","https://petition.parliament.uk/petitions/734189","open",108
"Hold a referendum on replacing First Past the Post with proportional voting","https://petition.parliament.uk/petitions/734192","open",255
"Fund screening for dyslexia, Irlen Syndrome, and neurodivergence in schools","https://petition.parliament.uk/petitions/734231","open",84
"Continue Parental Responsibility Automatically when disabled children turn 18","https://petition.parliament.uk/petitions/734243","open",18936
"Hold a referendum on introducing mandatory identity cards in the UK","https://petition.parliament.uk/petitions/734246","open",23446
"Fund a national rollout of free-to-use Calisthenics Outdoor Gyms","https://petition.parliament.uk/petitions/734261","open",232
"Impose sanctions on Israel unless Gaza blockade is lifted","https://petition.parliament.uk/petitions/734274","open",144
"Ban credit checks and requiring tenant income to be 30x monthly rent","https://petition.parliament.uk/petitions/734278","open",49
"Make pasteurisation labelling mandatory on all dairy products in the UK","https://petition.parliament.uk/petitions/734290","open",26
"Fund a special national railcard for social workers","https://petition.parliament.uk/petitions/734310","open",43
"Give the British Public the Right to Vote No Confidence in the Government","https://petition.parliament.uk/petitions/734311","open",98754
"Make it illegal for a child to be left home alone before a specific age","https://petition.parliament.uk/petitions/734316","open",158
"Make it statutory guidance not to remove break-times for neurodivergent children","https://petition.parliament.uk/petitions/734327","open",41527
"Repeal the Public Order Act 2023 & Police, Crime, Sentencing and Courts Act 2022","https://petition.parliament.uk/petitions/734380","open",263
"Introduce background checks for buying knives","https://petition.parliament.uk/petitions/734386","open",139
"Provide funding to start routine mammograms at age 18","https://petition.parliament.uk/petitions/734389","open",76
"Vehicle recall: Courtesy car, compensation, cost cover & repair time limit","https://petition.parliament.uk/petitions/734391","open",748
"All negotiations with the EU must be debated and voted on by Parliament","https://petition.parliament.uk/petitions/734392","open",206
"Introduce a mid-term referendum on whether to hold an early General Election","https://petition.parliament.uk/petitions/734396","open",2650
"Put 500% tariffs on goods from Israel until humanitarian aid restored to Gaza","https://petition.parliament.uk/petitions/734404","open",195
"Create an independent clean air monitoring system for incinerators","https://petition.parliament.uk/petitions/734421","open",1237
"Create a national, publicly available taxi driver database","https://petition.parliament.uk/petitions/734431","open",79
"Ban payment processors stopping services based on objections to legal content","https://petition.parliament.uk/petitions/734441","open",13260
"Reduce the electronic tourist authorisation to 90 days","https://petition.parliament.uk/petitions/734452","open",35
"Ban the use and sale of methyl methacrylate in the nail industry","https://petition.parliament.uk/petitions/734457","open",194
"Ban the use of bots to bulk-buy and resell retail goods","https://petition.parliament.uk/petitions/734468","open",76
"Ban removal of non-commercial trees unless proven dead or dangerous","https://petition.parliament.uk/petitions/734492","open",54
"Require service stations to provide motorhome waste and water facilities","https://petition.parliament.uk/petitions/734493","open",6157
"Allow all skill level legal immigrants to bring their dependents in the UK","https://petition.parliament.uk/petitions/734498","open",294
"Ban isolation rooms/booths in schools","https://petition.parliament.uk/petitions/734502","open",604
"Ban the use of smart phones & social media on the internet for under 18s","https://petition.parliament.uk/petitions/734522","open",104
"Scrap HS2 and turn the line into the world's longest linear park and cycle track","https://petition.parliament.uk/petitions/734529","open",42
"Legislate implementation of the Aviation Accessibility Report recommendations","https://petition.parliament.uk/petitions/734567","open",779
"Allow people to be eligible for both state pension and full carer's allowance","https://petition.parliament.uk/petitions/734603","open",6704
"Review legislation to improve regulation for online betting tipsters","https://petition.parliament.uk/petitions/734626","open",25
"Reduce income tax & CGT to less than 30% and fill deficit in other ways","https://petition.parliament.uk/petitions/734659","open",73
"Ban ticket booking companies from charging admin fees","https://petition.parliament.uk/petitions/734672","open",49
"Cut VAT, Slash Beer Duty, reform business rates and cap energy costs for pubs","https://petition.parliament.uk/petitions/734677","open",584
"Review of The Leng review: an independent review into PA and AA professions","https://petition.parliament.uk/petitions/734678","open",106
"Ban insurance companies increasing premiums after no fault claims","https://petition.parliament.uk/petitions/734784","open",212
"Have a one-hour blackout during one day per week to tackle light pollution","https://petition.parliament.uk/petitions/734787","open",42
"All wastewater to be filtered of chemicals, pharmaceuticals & microplastics","https://petition.parliament.uk/petitions/734793","open",283
"Make it illegal to photograph children in public without parental consent","https://petition.parliament.uk/petitions/734798","open",80
"Only recognise a Palestinian state if Israel joins NATO/with defence guarantees","https://petition.parliament.uk/petitions/734800","open",58
"Ban schools from giving after-school detentions","https://petition.parliament.uk/petitions/734838","open",125
"Remove requirement for 2 years service to qualify for Armed Force pensions","https://petition.parliament.uk/petitions/734839","open",24
"Suspend all immigration for one year and review current laws and policies","https://petition.parliament.uk/petitions/734845","open",138
"Shut down the UK Government and Parliament Petitions system","https://petition.parliament.uk/petitions/734870","open",157
"Fund development of antipsychotics and mood stabilisers with fewer side effects","https://petition.parliament.uk/petitions/734895","open",66
"Do not repeal the online safety act","https://petition.parliament.uk/petitions/734973","open",27
"Remove the 28 day time limit from the unduly lenient sentence scheme for murder","https://petition.parliament.uk/petitions/734982","open",1573
"Apply for the UK to join the Schengen area","https://petition.parliament.uk/petitions/734999","open",108
"Ban plea bargains in domestic violence cases if perpetrator has prior conviction","https://petition.parliament.uk/petitions/735023","open",246
"Require 1 month cap on notice periods for employees earning under £37,600/year","https://petition.parliament.uk/petitions/735027","open",20
"Repeal changes to immigration visa & settlement requirements announced 1/07/2025","https://petition.parliament.uk/petitions/735099","open",1542
"Ban the use of AI generated models in advertising campaigns","https://petition.parliament.uk/petitions/735100","open",210
"Remove mandatory age restrictions on films in cinemas & make advisory","https://petition.parliament.uk/petitions/735121","open",27
"Fund free glasses to prevent the progression of myopia for children","https://petition.parliament.uk/petitions/735130","open",52
"Review anti-corruption laws around private profit in public office","https://petition.parliament.uk/petitions/735227","open",68
"Cap the cost of residential internet fibre packages","https://petition.parliament.uk/petitions/735242","open",39
"Recall the mayor of London mid-term: amend the GLA to include recall provisions","https://petition.parliament.uk/petitions/735260","open",156
"Establish National Taskforce to Deliver Inclusive, Joined up SEND Reform","https://petition.parliament.uk/petitions/735274","open",432
"Make Universities free for all","https://petition.parliament.uk/petitions/735285","open",159
"Ban plastic stickers on fruit and vegetables sold in the UK","https://petition.parliament.uk/petitions/735287","open",279
"Referendum changing the UK from constitutional monarchy to a democratic republic","https://petition.parliament.uk/petitions/735302","open",844
"Fund provision of holiday childcare & after school clubs for children with SEND","https://petition.parliament.uk/petitions/735306","open",33
"Require hotel platforms to refund for cancellations 2 days before stay","https://petition.parliament.uk/petitions/735324","open",40
"Increase Statutory Maternity Pay - 90% of Wages from 6 Weeks to 16 Weeks","https://petition.parliament.uk/petitions/735328","open",257
"Abolish National Minimum Wage & enforce National Living Wage For All Ages","https://petition.parliament.uk/petitions/735331","open",66
"Increase the foreign aid budget so Royal Navy can fund and deploy hospital ships","https://petition.parliament.uk/petitions/735332","open",24
"All Breaks At Work To Be Uninterrupted and Fully Paid","https://petition.parliament.uk/petitions/735339","open",96
"Require all GP receptionists to have medical qualifications","https://petition.parliament.uk/petitions/735358","open",40
"Urgently review NHS approach to shared care agreements for ADHD","https://petition.parliament.uk/petitions/735371","open",1757
"Require registration and regulation of all private domiciliary carers in England","https://petition.parliament.uk/petitions/735372","open",126
"Limit universal credit overpayment recovery to 5% of entitlement","https://petition.parliament.uk/petitions/735402","open",41
"Limit the strength of prefilled nicotine vaporisers to a maximum of 5mg/ml","https://petition.parliament.uk/petitions/735403","open",26
"Create a dedicated body to monitor and regulate roadworks in major cities","https://petition.parliament.uk/petitions/735420","open",26
"Extend the two-year limit on theory tests to five years for everyone taking them","https://petition.parliament.uk/petitions/735421","open",107
"Review how delivery companies operate and standards","https://petition.parliament.uk/petitions/735425","open",267
"Legalise Cannabis Use and Sales for Adults over 18","https://petition.parliament.uk/petitions/735447","open",2739
"Pass a law that schools cannot prohibit the use of personal devices","https://petition.parliament.uk/petitions/735449","open",135
"Ban business from not accepting cash payments","https://petition.parliament.uk/petitions/735459","open",756
"Release the official court records relating to the Nottingham Race Riots of 1958","https://petition.parliament.uk/petitions/735467","open",81
"More funding into weather forecasting technology & making data more accessible","https://petition.parliament.uk/petitions/735468","open",116
"Introduce harsher penalties for causing death by careless driving","https://petition.parliament.uk/petitions/735568","open",63
"Do not remove Sport England as a statutory consultee for planning applications","https://petition.parliament.uk/petitions/735586","open",17565
"Require a named minister to respond to petitions with over 10,000 signatures","https://petition.parliament.uk/petitions/735598","open",136
"To make it illegal to record or photograph minors in any public park setting","https://petition.parliament.uk/petitions/735610","open",43
"Commit funding support to the Holiday Activity and Food (HAF) program until 2029","https://petition.parliament.uk/petitions/735614","open",26
"Review criteria for fertility referrals on the NHS and fund research into PCOS","https://petition.parliament.uk/petitions/735628","open",102
"Reinstate tax-free shopping for international visitors to the UK","https://petition.parliament.uk/petitions/735633","open",46
"Review NHS use of BMI to determine eligibility for fertility treatment","https://petition.parliament.uk/petitions/735635","open",89
"Fund zero-wait self-referral mental health hubs nationwide by June 2026 ","https://petition.parliament.uk/petitions/735660","open",86
"Launch an independent review of NHS wheelchair services ","https://petition.parliament.uk/petitions/735664","open",2890
"No prosecutions or points for speeding offences under 30mph","https://petition.parliament.uk/petitions/735747","open",56
"Make public inquiry recommendations legally enforceable","https://petition.parliament.uk/petitions/735772","open",135
"Introduce a bank holiday for every month of the year","https://petition.parliament.uk/petitions/735776","open",40
"Regulate & limit gambling advertising broadcasting times & content","https://petition.parliament.uk/petitions/735786","open",84
"Reduce the Age of Majority from 18 to 16","https://petition.parliament.uk/petitions/735799","open",39
"Facilitate a referendum on Scottish independence","https://petition.parliament.uk/petitions/735813","open",174
"Introduce a Night Shift Minimum Wage, 50% Higher Than National Minimum Wage","https://petition.parliament.uk/petitions/735858","open",72
"Require all MPs to be contactable by email","https://petition.parliament.uk/petitions/735860","open",49
"Funding for all NHS staff to have training on non epileptic seizures","https://petition.parliament.uk/petitions/735867","open",69
"Ban suspensions of primary school aged children with additional needs","https://petition.parliament.uk/petitions/735872","open",470
"Change how CMS payments are calculated to take account of mortgage payments","https://petition.parliament.uk/petitions/735923","open",106
"Require that schools allow uniform purchase from any supplier","https://petition.parliament.uk/petitions/735928","open",72
"Ban solar panels on farmland & require new build homes to have solar panels","https://petition.parliament.uk/petitions/735942","open",1148
"Fund vouchers for people with coeliac disease","https://petition.parliament.uk/petitions/735949","open",327
"Allow personal e-scooters on public roads for holders of a Category A licence","https://petition.parliament.uk/petitions/735952","open",69
"Public inquiry into child deaths following family court cases","https://petition.parliament.uk/petitions/735966","open",521
"Fund education and training for GPs & Urologists on chronic embedded UTIs","https://petition.parliament.uk/petitions/735969","open",33
"Require political parties publish safeguarding actions and failings","https://petition.parliament.uk/petitions/735977","open",60
"Publish detailed regular account of all public spending on asylum seeker support","https://petition.parliament.uk/petitions/735989","open",145
"Ban councils from selling allotments","https://petition.parliament.uk/petitions/736003","open",461
"Review the covid vaccine damage payment","https://petition.parliament.uk/petitions/736027","open",38
"Introduce stand alone law protecting absolute right to free speech","https://petition.parliament.uk/petitions/736088","open",166
"Create a task force to improve safety and justice for women and children","https://petition.parliament.uk/petitions/736092","open",201
"Change IHT rules to be payable only after probate has been granted","https://petition.parliament.uk/petitions/736106","open",438
"Make Government Petitions Legally Binding at a Threshold of Public Signatures","https://petition.parliament.uk/petitions/736129","open",93
"Fund a government-run online age verification system","https://petition.parliament.uk/petitions/736140","open",28
"Allow EU children of British parents to be sponsored under EU Settlement Scheme","https://petition.parliament.uk/petitions/736148","open",57
"Review school absence fines & CAP peak pricing of activities in school holidays","https://petition.parliament.uk/petitions/736151","open",198
"Give self employed people Tax Breaks equivalent to 5.6 weeks Holiday entitlement","https://petition.parliament.uk/petitions/736158","open",34
"Fund a National Endometriosis Registry and Audit to Help Improve NHS Care","https://petition.parliament.uk/petitions/736164","open",6528
"Fund compensation for late-diagnosed autistic and ADHD adults","https://petition.parliament.uk/petitions/736167","open",72
"Legislate a Democratic Exit Clause for All Nations of the United Kingdom","https://petition.parliament.uk/petitions/736197","open",511
"Prison Officer Occupation code 3314 to be added to Immigration Salary List","https://petition.parliament.uk/petitions/736200","open",963
"Bring Van Speed Limits in Line with Passenger Cars","https://petition.parliament.uk/petitions/736213","open",136
"Provide maintenance loans to distance learners","https://petition.parliament.uk/petitions/736218","open",76
"Lower the age for invites to regular mammograms to 30","https://petition.parliament.uk/petitions/736239","open",143
"Update Animal Welfare Act 2006's scope for duty of care to include invertebrates","https://petition.parliament.uk/petitions/736245","open",45
"Automatically suspend and recall MPs charged with violent or sexual crimes","https://petition.parliament.uk/petitions/736253","open",98
"Revoke the Traffic Management Act of 2004. Make traffic management a police job.","https://petition.parliament.uk/petitions/736281","open",35
