"Petition","URL","State","Signatures Count"
"Make it a specific criminal offence to lie about being bitten by a dog","https://petition.parliament.uk/petitions/737734","open",149
"Introduce UK-led humanitarian aid sea corridor for navy-escorted aid to Gaza","https://petition.parliament.uk/petitions/737736","open",164
"Form an English Parliament","https://petition.parliament.uk/petitions/737748","open",69
"Fund a national database of victims of unlawful arrests & a special ID for them","https://petition.parliament.uk/petitions/737760","open",25
"Introduce product-specific safety regulations for tampons","https://petition.parliament.uk/petitions/737761","open",6763
"Cap price hikes for privately prescribed essential medicines","https://petition.parliament.uk/petitions/737772","open",6819
"Fair Chance Hiring: Make Blind Recruitment Law","https://petition.parliament.uk/petitions/737787","open",130
"Make it illegal to have a bonfire until after 7pm","https://petition.parliament.uk/petitions/737804","open",33
"Add Economics & Business to national curriculum (for entrepreneurial skills)","https://petition.parliament.uk/petitions/737807","open",21
"Review practice and introduce licensing and regulation for dog professionals","https://petition.parliament.uk/petitions/737845","open",1222
"Strengthen regulation of supported accommodations","https://petition.parliament.uk/petitions/737923","open",14134
"Only allow a change of prime minister through a general election","https://petition.parliament.uk/petitions/737933","open",153
"Create a compensation scheme for all Gender Recognition cert costs","https://petition.parliament.uk/petitions/737955","open",40
"Strengthen the Allotments Act 1908 with a time limit and mandatory acquisition.","https://petition.parliament.uk/petitions/737987","open",117
"Reduce VAT on public electric vehicle charging to 5% in line with home charging","https://petition.parliament.uk/petitions/737991","open",58
"Reduce bus fare cap to £1.75 for journeys less than 5 miles & freeze for 3 years","https://petition.parliament.uk/petitions/737995","open",522
"National elections for the Mayor of London and London Assembly","https://petition.parliament.uk/petitions/738049","open",103
"Exempt full time students from income tax and national insurance","https://petition.parliament.uk/petitions/738058","open",39
"Ban paid protesting","https://petition.parliament.uk/petitions/738073","open",172
"Ban the use of generative AI in product advertisement & listings in all sectors","https://petition.parliament.uk/petitions/738094","open",102
"Require broadband providers to show lowest guaranteed and average speed upfront","https://petition.parliament.uk/petitions/738105","open",46
"Introduce new written Bill of Rights, allow citizens to call binding referendums","https://petition.parliament.uk/petitions/738118","open",170
"Review the UK’s policy toward the Turkish Republic of Northern Cyprus","https://petition.parliament.uk/petitions/738119","open",2498
"Review trading protections for small businesses at festivals and events","https://petition.parliament.uk/petitions/738163","open",20
"Stop sending aid to Ukraine","https://petition.parliament.uk/petitions/738165","open",92
"Require all publicly accessible car parks to have parent and child spaces","https://petition.parliament.uk/petitions/738189","open",72
"Reduce the maximum noise level for consumer fireworks from 120 to 90 decibels","https://petition.parliament.uk/petitions/738192","open",176557
"Additional tax on ultra-processed foods (UPF) to help promote farm fresh produce","https://petition.parliament.uk/petitions/738232","open",73
"Don’t change agricultural & business property relief for inheritance tax","https://petition.parliament.uk/petitions/738236","open",717
"Legislate for tenants to give two weeks’ notice if cancelling social home swap","https://petition.parliament.uk/petitions/738237","open",22
"Review the availability of on-street EV charging for disabled drivers","https://petition.parliament.uk/petitions/738261","open",29
"Seek professional drivers’ exemption to Schengen restrictions on length of stay","https://petition.parliament.uk/petitions/738267","open",1527
"Do not introduce any new taxes or increase any existing taxes","https://petition.parliament.uk/petitions/738357","open",139
"Require menus to state if a dish contains/is cooked with alcohol","https://petition.parliament.uk/petitions/738359","open",139
"Review verification processes used to verify age of illegal migrants under 18","https://petition.parliament.uk/petitions/738364","open",81
"Abolish Class C drugs category and make them Class B","https://petition.parliament.uk/petitions/738394","open",22
"Review online gambling deposit methods and limits","https://petition.parliament.uk/petitions/738420","open",107
"The UK Government should not unilaterally recognise a Palestinian State","https://petition.parliament.uk/petitions/738421","open",57312
"Ban councils from removing the Union Flag and the flags of the four nations ","https://petition.parliament.uk/petitions/738423","open",211
"Review barriers & fund accessibility pathway for M.E & Chronic Illness patients","https://petition.parliament.uk/petitions/738431","open",77
"Require all new drivers to have a black box for the first two years","https://petition.parliament.uk/petitions/738442","open",89
"New road safety legislation for cyclists & mandate safety gear and reg numbers","https://petition.parliament.uk/petitions/738445","open",205
"Make It Compulsory for All Antifreeze to Contain Bitterant","https://petition.parliament.uk/petitions/738448","open",183
"Review use of the '""Child in Need"" label by social workers & local authorities","https://petition.parliament.uk/petitions/738457","open",172
"Commission independent inquiry into delays in SEND education provision","https://petition.parliament.uk/petitions/738484","open",25662
"Fund a graduate guarantee scheme for newly qualified physiotherapists","https://petition.parliament.uk/petitions/738505","open",21
"Fund the relocation of sexual/domestic abuse victims after a conviction","https://petition.parliament.uk/petitions/738512","open",116
"Fund the construction of more detention centres for illegal migrants","https://petition.parliament.uk/petitions/738523","open",153
"Strengthen the legal duty of owners to protect Listed structures from damage","https://petition.parliament.uk/petitions/738536","open",128
"Subsidise private weight loss prescriptions to reduce obesity and health costs","https://petition.parliament.uk/petitions/738546","open",78
"Fund security guards and CCTV on school premises & introduce new protocols","https://petition.parliament.uk/petitions/738547","open",97
"Allow non-BBC service providers to grant UK TV licences","https://petition.parliament.uk/petitions/738602","open",43
"Change the law for planning permission on protected properties that burn down","https://petition.parliament.uk/petitions/738620","open",55
"Require CMS to collect evidence that child maintenance is spent on the children","https://petition.parliament.uk/petitions/738621","open",68
"Ban serving or former police officers from working on/advising the OPCC","https://petition.parliament.uk/petitions/738623","open",52
" We call on Government to support the Climate and Nature Bill","https://petition.parliament.uk/petitions/738625","open",394
"Make it mandatory that all cemeteries have CCTV","https://petition.parliament.uk/petitions/738627","open",41
"Abolish inheritance tax","https://petition.parliament.uk/petitions/738649","open",511
"Introduce Statutory Menstrual Leave For People With Fibroids and PCOS","https://petition.parliament.uk/petitions/738665","open",1637
"Fund Health Screening for all Citizens to be completed every 6 months","https://petition.parliament.uk/petitions/738670","open",47
"Ban the use of therapy notes of rape survivors in court proceedings","https://petition.parliament.uk/petitions/738687","open",143
"Ban bank charges for charities","https://petition.parliament.uk/petitions/738688","open",396
"Fully align the UK with EU environmental laws, regulations & standards","https://petition.parliament.uk/petitions/738699","open",45
"Review police pursuit rules to ensure proportionality and safety","https://petition.parliament.uk/petitions/738752","open",47
"Do not introduce assisted dying & Abolish abortion","https://petition.parliament.uk/petitions/738764","open",384
"Review the Expensive Car Supplement","https://petition.parliament.uk/petitions/738766","open",91
"Apply an income tax rate of 99% to MPs' additional incomes","https://petition.parliament.uk/petitions/738771","open",322
"Legally recognise non-binary as a gender","https://petition.parliament.uk/petitions/738780","open",139
"Enact new law prohibiting use of the internet for children under the age of 18","https://petition.parliament.uk/petitions/738795","open",34
"Fund Financial Support and Debt Relief for Survivors of Abusive Relationships","https://petition.parliament.uk/petitions/738799","open",24
"Strengthen Employment Rights for Workers with Less Than Two Years’ Service
","https://petition.parliament.uk/petitions/738800","open",52
"Require family judges to complete LGBTQ+ family sensitivity training","https://petition.parliament.uk/petitions/738810","open",372
"Review standards of clinical/care home record keeping","https://petition.parliament.uk/petitions/738814","open",41
"Require Latino/Hispanic option in the ethnicity section for official documents","https://petition.parliament.uk/petitions/738829","open",200
"Require all ICBs to offer 3 NHS-funded IVF cycles","https://petition.parliament.uk/petitions/738833","open",841
"Review timing of child contact centre referrals at family court","https://petition.parliament.uk/petitions/738840","open",144
"Fund more clinics for thyroid advice & support ","https://petition.parliament.uk/petitions/738855","open",287
"Make comment sections on all petitions","https://petition.parliament.uk/petitions/738866","open",34
"Increase dual carriage and motorway speed limit to 80mph","https://petition.parliament.uk/petitions/738871","open",2552
"Invest in brain cancer and give rights – turn terminal into treatable","https://petition.parliament.uk/petitions/738881","open",44203
"Create a National Strategy for Childhood Apraxia Of Speech (CAS)","https://petition.parliament.uk/petitions/738899","open",283
"Legislate to ban participants wearing face coverings at demonstrations","https://petition.parliament.uk/petitions/738909","open",302
"Increase funding for PMDD, PME and menopause screening in mental health services","https://petition.parliament.uk/petitions/738923","open",5915
"Require all children’s home staff to be trained in trauma-informed care by 2026","https://petition.parliament.uk/petitions/738945","open",44
"Mandate stronger accessibility requirements for event venues","https://petition.parliament.uk/petitions/738953","open",53
"Require female CPR manikins in all certified first aid training programs","https://petition.parliament.uk/petitions/738976","open",3486
"Extend the classic car tax exemption to 35 year old vehicles","https://petition.parliament.uk/petitions/738979","open",103
"Make accurate medicine barcodes (GTIN) mandatory to protect patient safety","https://petition.parliament.uk/petitions/738982","open",1154
"Increase aid funding for the DRC & pressure on international partners ","https://petition.parliament.uk/petitions/738997","open",43
"Require mounted police to clean up horse droppings from public streets","https://petition.parliament.uk/petitions/739002","open",32
"Fix Our Roads: National Plan on Dangerous Potholes Now","https://petition.parliament.uk/petitions/739014","open",134
"Ban the use of smart glasses with recording capability in public spaces","https://petition.parliament.uk/petitions/739024","open",73
"Conduct a review of political news regulation by Ofcom","https://petition.parliament.uk/petitions/739068","open",561
"Do not recognise the planned December 2025 election in Myanmar","https://petition.parliament.uk/petitions/739075","open",2613
"Make St George’s Day a Bank Holiday for people in England","https://petition.parliament.uk/petitions/739078","open",262
"Fund the provision of barriers to prevent animals from running onto roads","https://petition.parliament.uk/petitions/739104","open",49
"Review highway code for vulnerable road users and fund a tv awareness campaign","https://petition.parliament.uk/petitions/739113","open",229
"Fund training on Neurofibromatosis and Functional neurological disorder","https://petition.parliament.uk/petitions/739134","open",41
"5 year passport confiscation for people who cause trouble and fights on planes","https://petition.parliament.uk/petitions/739140","open",69
"Allow and require all asylum seekers who are able to work, to seek work","https://petition.parliament.uk/petitions/739184","open",102
"Require British Gurkha pensions to only be paid in British pounds sterling ","https://petition.parliament.uk/petitions/739216","open",34
"Make British Summer Time (BST) permanent year-round","https://petition.parliament.uk/petitions/739222","open",1311
"Create a Sikh regiment in the British Army","https://petition.parliament.uk/petitions/739255","open",53
"Mandate & fund the painting of all English zebra crossing with St George’s Cross","https://petition.parliament.uk/petitions/739263","open",48
"All newly elected MPs must complete a six month probationary period","https://petition.parliament.uk/petitions/739280","open",95
"Reduce the state pension age to 50 years old for men & women","https://petition.parliament.uk/petitions/739285","open",68
"Automatically grant UK citizenship to people affected by historical unfairness","https://petition.parliament.uk/petitions/739295","open",25
"Make politically motivated vandalism a specific offence with strong penalties","https://petition.parliament.uk/petitions/739312","open",30
"Make funeral directors a regulated profession","https://petition.parliament.uk/petitions/739317","open",63
"Require conveyancing searches to include commercial noise & ban complaints","https://petition.parliament.uk/petitions/739330","open",58
"Fund local authorities to build parks with wheelchair-accessible play equipment","https://petition.parliament.uk/petitions/739334","open",746
"Remove inheritance tax on all estates and their property worth under £1 million","https://petition.parliament.uk/petitions/739343","open",1703
"Ban Bluefin Tuna sportfishing tournaments","https://petition.parliament.uk/petitions/739381","open",53
"Pass a law that triggers an early General Election via a public petition","https://petition.parliament.uk/petitions/739383","open",480
"Require public service broadcasters to give proportional coverage to all parties","https://petition.parliament.uk/petitions/739405","open",76
"Replace income tax with a flat, standard annual payment","https://petition.parliament.uk/petitions/739428","open",17
"Commit to not increasing taxes or imposing additional taxes on landlords","https://petition.parliament.uk/petitions/739446","open",296
"Provide funding to subsidise school uniforms for all children","https://petition.parliament.uk/petitions/739453","open",50
"Review court system to address trial delays for rape and sexual abuse","https://petition.parliament.uk/petitions/739461","open",297
"Deploy UK forces to demilitarize terror infrastructure & weaponry from Gaza","https://petition.parliament.uk/petitions/739463","open",15
"Enable parents to register birth and death of babies carried beyond 24 weeks","https://petition.parliament.uk/petitions/739477","open",349
"Pause UK offshore CO₂ storage projects and conduct full safety and legal review","https://petition.parliament.uk/petitions/739490","open",105
"Fund not-for-profit NHS dispensing pharmacies in all UK towns","https://petition.parliament.uk/petitions/739492","open",34
"Pause NHS Neighbourhood plans, protect local GP surgeries & hold consultation","https://petition.parliament.uk/petitions/739503","open",411
"Amend the home buying process in England to align with Scotland","https://petition.parliament.uk/petitions/739512","open",147
"Ensure Home Office needs planning permission for all hotel asylum accommodation","https://petition.parliament.uk/petitions/739514","open",249
"Review the Government’s housebuilding target & require infrastructure investment","https://petition.parliament.uk/petitions/739521","open",63
"Take stronger measures to enforce payment of child maintenance arrears.","https://petition.parliament.uk/petitions/739525","open",76
"Cancel the UK-India Free Trade Agreement due to Indian purchases of Russian oil","https://petition.parliament.uk/petitions/739543","open",134
"Seek to form a free movement union and passport across CANZUK","https://petition.parliament.uk/petitions/739564","open",198
"Mandate a minimum 2-year prison sentence for benefit fraud & penalise offenders","https://petition.parliament.uk/petitions/739588","open",72
"Require all public buildings in England to fly Cross of St George ","https://petition.parliament.uk/petitions/739612","open",126
"Make builders liable for all costs associated with remedial cladding works","https://petition.parliament.uk/petitions/739624","open",272
"Equalise maternity allowance with statutory pay & don’t reduce Universal Credit","https://petition.parliament.uk/petitions/739630","open",45
"Review potential impact of AI on employment opportunities for disabled people","https://petition.parliament.uk/petitions/739644","open",59
"Make divorces where a child is abused automatically eligible for legal aid","https://petition.parliament.uk/petitions/739647","open",122
"Amend the Planning & Infrastructure Bill to ban wind farms on protected peatland","https://petition.parliament.uk/petitions/739659","open",8443
"Review family court legal aid for working mothers who've survived domestic abuse","https://petition.parliament.uk/petitions/739668","open",61
"Align to Intl. Law to Protect Farming as Cultural Heritage & Nat’l SecurityAsset","https://petition.parliament.uk/petitions/739672","open",39
"Reduce the sound of fireworks to under 80 decibels for humans and animals","https://petition.parliament.uk/petitions/739674","open",3977
"Ban fish-shaped single-use plastic soy sauce dispensers","https://petition.parliament.uk/petitions/739691","open",75
"Licence all dog breeders and limit litters to one per dog
","https://petition.parliament.uk/petitions/739694","open",71
"Ban UK companies shipping and insuring all Russian Liquefied Natural Gas (LNG)","https://petition.parliament.uk/petitions/739714","open",236
"Remove option for family to object to deceased person's wishes to donate organs","https://petition.parliament.uk/petitions/739777","open",36
"Fund more affordable, accessible housing for families with disabled children","https://petition.parliament.uk/petitions/739787","open",85
"Reinstate capital punishment for those convicted of sexually abusing of a child","https://petition.parliament.uk/petitions/739802","open",487
"Fund free rape alarms and make them available for everyone","https://petition.parliament.uk/petitions/739828","open",97
"Allow care worker visa holders to change employer","https://petition.parliament.uk/petitions/739833","open",1305
"Scrap Pubs Code 2016 and amend the Competition Act 1998 to ban tied beer lines","https://petition.parliament.uk/petitions/739844","open",59
"Ban smoking & vaping during working hours","https://petition.parliament.uk/petitions/739875","open",43
"Create a monthly, free personal carbon allowance to limit carbon usage","https://petition.parliament.uk/petitions/739876","open",23
"Mandate all MPs and civil servants to complete Carbon Literacy training by 01/09","https://petition.parliament.uk/petitions/739881","open",67
"Petition for Parent/Child Parking Badges for children up to age 13","https://petition.parliament.uk/petitions/739884","open",4974
"Reinstate the policy to deport asylum seekers to Rwanda","https://petition.parliament.uk/petitions/739957","open",275
"Fund research and staff training on Mast Cell Activation Syndrome","https://petition.parliament.uk/petitions/739963","open",418
"Create a voluntary physical national ID card","https://petition.parliament.uk/petitions/739968","open",24
"Dedicate 3% of the National School Budget to Secondary Extracurriculars","https://petition.parliament.uk/petitions/739997","open",139
"Allow Skilled Worker visa holders to take unrestricted secondary work","https://petition.parliament.uk/petitions/740003","open",34
"Label ALL meat as Religiously Slaughtered or Non-Religiously Slaughtered","https://petition.parliament.uk/petitions/740004","open",22151
"Review “NHS Low Income Scheme Threshold”. It’s still at same level as in 2015.","https://petition.parliament.uk/petitions/740008","open",43
"Require civil harassment orders to be disclosed in enhanced DBS checks","https://petition.parliament.uk/petitions/740041","open",874
"Add Welsh, Irish, and Scottish Gaelic languages to English national curriculum","https://petition.parliament.uk/petitions/740067","open",54
"make level 3 painting and decorating available again","https://petition.parliament.uk/petitions/740085","open",31
"Automatic Mandatory Penalties if Local Authorities miss Statutory SEND deadlines","https://petition.parliament.uk/petitions/740101","open",359
" Ban sale of high-caffeine products like gum and supplements to under 16s ","https://petition.parliament.uk/petitions/740143","open",35
"Ban all gambling ads from social media, TV and all other platforms","https://petition.parliament.uk/petitions/740167","open",506
"Fund free bus passes for all carers of disabled people","https://petition.parliament.uk/petitions/740170","open",134
"Review the tax affairs of all sitting MPs for public peace of mind","https://petition.parliament.uk/petitions/740191","open",158
"Outlaw the Nazi salute and Nazi symbols","https://petition.parliament.uk/petitions/740192","open",65
"Create a body to monitor political discourse & sanction discriminatory rhetoric","https://petition.parliament.uk/petitions/740195","open",452
"Reform MOT testing: minimum pricing and higher professional standards","https://petition.parliament.uk/petitions/740202","open",121
"Require MPs to seek independent approval before personal transactions over £20k","https://petition.parliament.uk/petitions/740219","open",129
"Stop medical appointments counting against school attendance","https://petition.parliament.uk/petitions/740265","open",1868
"Mandate a lifetime driving ban for causing death by dangerous driving","https://petition.parliament.uk/petitions/740267","open",296
"Reinstate the 'Charley Says' public information adverts to protect children","https://petition.parliament.uk/petitions/740279","open",65
"Introduce legally enforceable safe nurse-to-patient staffing ratios in the NHS","https://petition.parliament.uk/petitions/740313","open",7747
"Require car insurance companies to insure the car, not the driver","https://petition.parliament.uk/petitions/740323","open",58
"Review Current Provision of Safe and Legal Routes for Asylum Seekers to the UK","https://petition.parliament.uk/petitions/740329","open",46
"Require employers to provide retail security staff with stab-proof vests","https://petition.parliament.uk/petitions/740340","open",165
"Outright ban on all XL Bully dogs","https://petition.parliament.uk/petitions/740358","open",149
"Make roads outside all schools/nurseries 20mph with metal railings & speed bumps","https://petition.parliament.uk/petitions/740359","open",47
"Free bus travel for under 16s","https://petition.parliament.uk/petitions/740392","open",88
"Reinstate capital punishment for rape or for serious sexual assault","https://petition.parliament.uk/petitions/740433","open",173
"Establish a minimum service level of 30% during public transport strikes","https://petition.parliament.uk/petitions/740443","open",37
"Amend law to allow advertisement of cancer treatments in clinical trail stage","https://petition.parliament.uk/petitions/740446","open",153
"Ban fines for parking overstays of less than one hour","https://petition.parliament.uk/petitions/740472","open",80
"Seek to create pension agreements with India, Pakistan, Bangladesh, or refund NI","https://petition.parliament.uk/petitions/740482","open",13
"Introduce a Pension Tax Lock to help protect retirement savings and incentives","https://petition.parliament.uk/petitions/740486","open",22505
"Reform tax rules so rental income is taxed on profit, not revenue","https://petition.parliament.uk/petitions/740487","open",58
"Enhance NI with a secure biometric ID to protect citizens from identity theft","https://petition.parliament.uk/petitions/740497","open",44
"Suspend flights between UK & Israel until progress made on a two-state solution","https://petition.parliament.uk/petitions/740512","open",77
"Create a national smart device alert system for missing people ","https://petition.parliament.uk/petitions/740519","open",27
"Fund free uniform for children who get free school meals","https://petition.parliament.uk/petitions/740569","open",36
"Limit Lord Mayor Tenure to Two Terms","https://petition.parliament.uk/petitions/740589","open",100
"Deport any migrant who is guilty of committing a sexual offence","https://petition.parliament.uk/petitions/740605","open",674
"Create an independent early years funding review","https://petition.parliament.uk/petitions/740633","open",5050
"Require coroners to find out if the deceased was a veteran and fund a database","https://petition.parliament.uk/petitions/740637","open",114
"Grant non-molestation orders based on past abuse, not just risk of future harm","https://petition.parliament.uk/petitions/740640","open",32
"Reform copyright law to treat music streaming like radio play","https://petition.parliament.uk/petitions/740649","open",45
"Regulate tattoo academies and training and introduce national licensing","https://petition.parliament.uk/petitions/740660","open",60
"Introduce new tax code for state pensioners with double the personal allowance","https://petition.parliament.uk/petitions/740671","open",39665
"Mandate clear labelling of Coconut Oil and Palm Kernel Oil on food products","https://petition.parliament.uk/petitions/740685","open",435
"Make publishing false clickbait headlines a specific offence","https://petition.parliament.uk/petitions/740713","open",84
"Fund free access to weight loss meds for disabled people & lipoedema sufferers","https://petition.parliament.uk/petitions/740726","open",25
"Stronger penalties for animal cruelty and stricter regulations on animal sales","https://petition.parliament.uk/petitions/740729","open",123
"Prohibit transport workers from strike action","https://petition.parliament.uk/petitions/740734","open",36
"Exempt students who arrived before July from changes to visa/settlement rules","https://petition.parliament.uk/petitions/740746","open",28
"Introduce a Sex Worker's Discrimination Act to safeguard sex workers","https://petition.parliament.uk/petitions/740747","open",75
"Stop Commonwealth Citizens voting in UK general elections unless mutual rights","https://petition.parliament.uk/petitions/740748","open",149
"Reduce ILR qualification to 7 years for long residence visa","https://petition.parliament.uk/petitions/740775","open",32
"Reduce the school week to three days a week","https://petition.parliament.uk/petitions/740798","open",207
"Require employers have monthly menstrual 1-3 day leave policy","https://petition.parliament.uk/petitions/740839","open",100
"Require employers give employees 3 months sick pay when cancer is diagnosed","https://petition.parliament.uk/petitions/740845","open",169
"Ban family houses from being converted into Houses of Multiple Occupancy (HMOs)","https://petition.parliament.uk/petitions/740850","open",415
"Raise statutory maternity pay for parents with mortgage to help with costs","https://petition.parliament.uk/petitions/740862","open",107
"Make will writing a regulated practice for those charging for the service","https://petition.parliament.uk/petitions/740873","open",120
"Make a cappella choirs eligible for the Treasury's Orchestra Tax Relief scheme","https://petition.parliament.uk/petitions/740898","open",54
"Stop all overseas spending including foreign aid","https://petition.parliament.uk/petitions/740913","open",605
"Introduce law to allow voters to recall local government councillors","https://petition.parliament.uk/petitions/740919","open",156
"Childless to be eligible for Residence Nil Rate Band for inheritance tax","https://petition.parliament.uk/petitions/740934","open",475
"Restrict public access to birth certificates to help protect children’s privacy","https://petition.parliament.uk/petitions/740955","open",33
"Introduce a public misconduct register for police accountability & transparency","https://petition.parliament.uk/petitions/740962","open",162
"Allow patients with a medical cannabis prescription to grow for personal use","https://petition.parliament.uk/petitions/740988","open",82
"Change the law to allow random breath testing (RBT) for drivers","https://petition.parliament.uk/petitions/741021","open",44
"Fund free NHS dentist treatment for all UK Citizens","https://petition.parliament.uk/petitions/741025","open",137
"Create a separate MOT test classification for modified vehicles","https://petition.parliament.uk/petitions/741035","open",34
"Create a Cabinet Minister for Older People","https://petition.parliament.uk/petitions/741041","open",52
"We urge the Government to reduce income tax on wages by at least 5%","https://petition.parliament.uk/petitions/741071","open",109
"Protect British Beer: Reserve 30 Percent of Pub Taps for Independent Breweries","https://petition.parliament.uk/petitions/741093","open",117
"Withdraw from ECHR & stop processing asylum claims until Channel crossings stop","https://petition.parliament.uk/petitions/741099","open",302
"Require disabled toilets to have a fold down shelf for stoma users","https://petition.parliament.uk/petitions/741102","open",811
"Include children not living with one parent in all benefits and housing claims","https://petition.parliament.uk/petitions/741104","open",37
" Remove the 2-Year Limit for CICA Claims for Sexual Abuse Survivors","https://petition.parliament.uk/petitions/741109","open",35
"Make Anticholinergic Burden scores mandatory for all over 65 ","https://petition.parliament.uk/petitions/741146","open",67
"Require all secondary schools to allow pupils to wear their PE kits on PE days","https://petition.parliament.uk/petitions/741160","open",41
"Require an election if 70% of the government manifesto isn’t delivered","https://petition.parliament.uk/petitions/741176","open",146
"Make adaptive anti-dazzle headlamps mandatory on new road vehicles","https://petition.parliament.uk/petitions/741178","open",56
"Include hair colour as a protected characteristic under the Equality Act","https://petition.parliament.uk/petitions/741188","open",53
"Introduce legal minimum ratios of care home staff to residents","https://petition.parliament.uk/petitions/741190","open",113
"Review settlement routes for long-term adult residents in UK since childhood","https://petition.parliament.uk/petitions/741192","open",48
"Review UK food aid mechanisms to ensure it is prioritised by need","https://petition.parliament.uk/petitions/741206","open",16
"Deport asylum seekers from safe countries & review current asylum seekers","https://petition.parliament.uk/petitions/741209","open",177
"Fund free female sanitary products in Public Restrooms","https://petition.parliament.uk/petitions/741219","open",100
"Increase funding to Local Authorities for home-educated children with safeguards","https://petition.parliament.uk/petitions/741220","open",44
"Require schools to teach Polish as a modern language subject","https://petition.parliament.uk/petitions/741234","open",35
"Require child maintenance payments to increase by inflation & review enforcement","https://petition.parliament.uk/petitions/741254","open",130
"Introduce a government-mandated minimum delivery fee for couriers","https://petition.parliament.uk/petitions/741263","open",81
"Increase funding for learning support in schools ","https://petition.parliament.uk/petitions/741268","open",47
"Review and reform UK allergy laws & labelling standards for milk allergies","https://petition.parliament.uk/petitions/741270","open",31
"Review the Mathematics Secondary School Curriculum","https://petition.parliament.uk/petitions/741272","open",37
"Allow license holders to drive motorhomes up to 4250kg on UK Category B License ","https://petition.parliament.uk/petitions/741293","open",6100
"Introduce mandatory business and entrepreneurship in secondary curriculum","https://petition.parliament.uk/petitions/741347","open",717
"Stop ALL legal aid for non British citizens unless worked in UK for 10 years","https://petition.parliament.uk/petitions/741349","open",291
"Reduce NI payments for people not registered with an NHS dentist","https://petition.parliament.uk/petitions/741361","open",76
"Fund free/discounted glasses & lenses for those who need them daily","https://petition.parliament.uk/petitions/741376","open",76
"Remove or extend the 6 month time limit on prosecution for summary offences
","https://petition.parliament.uk/petitions/741383","open",315
"End the practice of combining couples' Universal Credit into a single payment","https://petition.parliament.uk/petitions/741387","open",37
"More funding to strengthen youth homelessness prevention methods","https://petition.parliament.uk/petitions/741392","open",110
"Make Holocaust denial and performing Nazi salutes a specific criminal offence
","https://petition.parliament.uk/petitions/741394","open",80
"Establish instant lockdown alert system for schools, nurseries & parents","https://petition.parliament.uk/petitions/741420","open",63
"Sever diplomatic, trade, and other relations with Israel and impose sanctions","https://petition.parliament.uk/petitions/741435","open",59
"Diabetes should not prevent someone serving in the British armed forces","https://petition.parliament.uk/petitions/741445","open",197
"Review guidance for funded IVF","https://petition.parliament.uk/petitions/741447","open",59
"Review treatment of ARFID and access to NHS eating disorder services","https://petition.parliament.uk/petitions/741475","open",184
"Increase Government funding for less commonly followed sports","https://petition.parliament.uk/petitions/741521","open",60
"Lower universal credit earnings threshold (the AET) for single parents","https://petition.parliament.uk/petitions/741549","open",213
"Establish a single public register of gifts to judges, MPs, police & royals","https://petition.parliament.uk/petitions/741595","open",72
"Mandate seven-hour days Monday to Thursday in schools for shorter Fridays","https://petition.parliament.uk/petitions/741610","open",25
"New registry of people with 2+ protective orders & automatically notify partners","https://petition.parliament.uk/petitions/741618","open",108
"Review eligibility for people with medicated controlled seizures for paramedics","https://petition.parliament.uk/petitions/741651","open",17
"Fund free driving lessons for new drivers for their first 3 lessons","https://petition.parliament.uk/petitions/741665","open",23
"Make impersonating military service/wearing unearned medals a criminal offence","https://petition.parliament.uk/petitions/741677","open",16249
"Fund AMH testing in the NHS and improve IVF access for low AMH women","https://petition.parliament.uk/petitions/741796","open",361
"Extend the Fuel Duty Freeze for Motorists For At Least Two More Years","https://petition.parliament.uk/petitions/741818","open",61
"Leave the United Nations","https://petition.parliament.uk/petitions/741882","open",83
"Introduce mobility scheme for Ukrainian researchers to contribute to UK science","https://petition.parliament.uk/petitions/741911","open",31
"Issue earned medals to Armed Forces Veterans automatically without need to apply","https://petition.parliament.uk/petitions/741922","open",76
" Add critical thinking to the national curriculum","https://petition.parliament.uk/petitions/741973","open",71
"Create a patient card system to improve access to medical cannabis","https://petition.parliament.uk/petitions/742000","open",65
"Hold a referendum on Irish unification","https://petition.parliament.uk/petitions/742020","open",30
"Reopen British oil and gas fields using taxpayer funds for UK use only","https://petition.parliament.uk/petitions/742116","open",238
"Lower the legal driving age to 14 years old","https://petition.parliament.uk/petitions/742123","open",25
"Establish a Legally Managed & Owned HSE-Registered Electrical Safety Scheme","https://petition.parliament.uk/petitions/742144","open",174
"Restrict building public bonfires to within 48 hours of the event","https://petition.parliament.uk/petitions/742173","open",89
"Lower the age for invites to regular mammograms to 40 & perform annually","https://petition.parliament.uk/petitions/742179","open",28345
"Make smacking a child a specific offence","https://petition.parliament.uk/petitions/742211","open",93
"Reinstate the hard shoulder on all smart motorways.","https://petition.parliament.uk/petitions/742212","open",144
"Fund free swimming lessons for all children 3-16","https://petition.parliament.uk/petitions/742239","open",73
"Mandate teaching the Irish troubles in the English curriculum","https://petition.parliament.uk/petitions/742264","open",39
"Require schools to finish by 2 pm","https://petition.parliament.uk/petitions/742293","open",39
"Review placenta accreta guidance","https://petition.parliament.uk/petitions/742296","open",43
"Ban homework in all schools","https://petition.parliament.uk/petitions/742337","open",164
"Change the 30 free childcare hours to include Ofsted registered nannies","https://petition.parliament.uk/petitions/742350","open",44
"Extend the school week by 5 hours for longer holidays","https://petition.parliament.uk/petitions/742353","open",16
"Require employers to send responses to all job applications","https://petition.parliament.uk/petitions/742375","open",49
"Review 26-week employment rule for maternity/paternity pay 
","https://petition.parliament.uk/petitions/742426","open",39
